image,dataset,group_id,split,has_polyp,n_small
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/50.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/1.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/52.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/19.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/14.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/23.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/28.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/17.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/36.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/4.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/5.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/21.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/0.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/26.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/12.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/22.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/32.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/9.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/44.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/35.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/48.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/33.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/43.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/55.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/47.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/13.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/53.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/16.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/42.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/38.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/15.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/25.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/20.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/46.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/7.jpg,PolypGen,pgen_seq21,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/45.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/24.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/30.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq21/images/2.jpg,PolypGen,pgen_seq21,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/18.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/3.jpg,PolypGen,pgen_seq22,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/40.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/11.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/29.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/6.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/10.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/34.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/37.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/27.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/39.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/31.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/8.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/41.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/1.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/19.jpg,PolypGen,pgen_seq22,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/14.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/23.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/28.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/17.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/36.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/4.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/5.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/21.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/0.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/26.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/12.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/22.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/32.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/9.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/44.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/35.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/33.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/43.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/13.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/16.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/42.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/38.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/15.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/25.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/20.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/7.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/45.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/24.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/30.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq22/images/2.jpg,PolypGen,pgen_seq22,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/18.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/3.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/49.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/40.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/11.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/29.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/54.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/51.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/6.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/10.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/34.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/37.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/27.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/39.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/31.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/8.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/41.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/50.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/1.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/52.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/19.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/14.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/23.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/28.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/17.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/36.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/4.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/5.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/21.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/0.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/26.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/12.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/22.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/32.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/9.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/44.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/35.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/48.jpg,PolypGen,pgen_seq23,train,1,1
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/33.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/43.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/55.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/47.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/13.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/53.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/16.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/42.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/38.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/15.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/25.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/20.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/46.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/7.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/45.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/24.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/30.jpg,PolypGen,pgen_seq23,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq23/images/2.jpg,PolypGen,pgen_seq23,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/3.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/11.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/6.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/10.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/8.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/1.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/14.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/4.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/5.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/0.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/12.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/9.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/13.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/7.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq3/images/2.jpg,PolypGen,pgen_seq3,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/18.jpg,PolypGen,pgen_seq4,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/3.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/40.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/11.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/29.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/6.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/10.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/34.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/37.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/27.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/39.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/31.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/8.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/41.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/1.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/19.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/14.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/23.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/28.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/17.jpg,PolypGen,pgen_seq4,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/36.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/4.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/5.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/21.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/0.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/26.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/12.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/22.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/32.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/9.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/44.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/35.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/33.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/43.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/47.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/13.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/16.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/42.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/38.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/15.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/25.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/20.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/46.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/7.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/45.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/24.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/30.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq4/images/2.jpg,PolypGen,pgen_seq4,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/75.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/211.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/174.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/71.jpg,PolypGen,pgen_seq5,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/198.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/234.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/241.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/150.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/204.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/116.jpg,PolypGen,pgen_seq5,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/166.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/232.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/93.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/76.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/200.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/18.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/192.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/111.jpg,PolypGen,pgen_seq5,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/3.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/49.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/40.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/68.jpg,PolypGen,pgen_seq5,train,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/197.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/235.jpg,PolypGen,pgen_seq5,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq5/images/57.jpg,PolypGen,pgen_seq5,train,1,0
