dataset,image_path,mask_path,group_id,grouping_level,split
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\156.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\156.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\157.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\157.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\158.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\158.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\159.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\159.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\160.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\160.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\161.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\161.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\162.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\162.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\163.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\163.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\164.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\164.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\165.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\165.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\166.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\166.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\167.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\167.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\168.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\168.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\169.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\169.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\170.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\170.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\171.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\171.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\172.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\172.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\173.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\173.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\174.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\174.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\175.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\175.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\176.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\176.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\177.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\177.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\178.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\178.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\179.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\179.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\180.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\180.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\181.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\181.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\182.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\182.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\183.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\183.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\184.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\184.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\185.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\185.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\186.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\186.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\187.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\187.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\188.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\188.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\189.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\189.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\190.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\190.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\191.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\191.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\192.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\192.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\193.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\193.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\194.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\194.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\195.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\195.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\196.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\196.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\197.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\197.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\198.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\198.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\199.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\199.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\200.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\200.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\201.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\201.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\202.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\202.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\203.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\203.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\204.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\204.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\205.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\205.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\206.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\206.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\207.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\207.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\208.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\208.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\209.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\209.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\210.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\210.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\211.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\211.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\212.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\212.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\213.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\213.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\214.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\214.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\215.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\215.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\216.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\216.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\217.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\217.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\218.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\218.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\219.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\219.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\220.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\220.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\221.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\221.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\222.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\222.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\223.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\223.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\224.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\224.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\225.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\225.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\226.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\226.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\227.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\227.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\228.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\228.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\229.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\229.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\230.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\230.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\231.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\231.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\232.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\232.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\233.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\233.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\234.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\234.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\235.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\235.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\236.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\236.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\237.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\237.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\238.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\238.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\239.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\239.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\240.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\240.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\241.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\241.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\242.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\242.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\243.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\243.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\244.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\244.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\245.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\245.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\246.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\246.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\247.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\247.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq14\images\248.jpg,C:\VISKOM\Polyp-Gen\seq14\masks\248.jpg,PolypGen_seq14,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\0.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\0.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\1.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\1.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\2.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\2.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\3.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\3.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\4.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\4.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\5.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\5.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\6.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\6.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\7.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\7.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\8.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\8.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\9.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\9.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\10.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\10.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\11.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\11.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\12.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\12.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\13.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\13.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\14.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\14.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\15.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\15.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\16.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\16.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\17.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\17.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\18.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\18.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\19.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\19.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\20.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\20.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\21.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\21.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\22.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\22.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\23.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\23.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\24.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\24.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\25.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\25.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\26.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\26.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\27.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\27.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\28.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\28.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\29.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\29.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\30.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\30.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\31.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\31.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\32.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\32.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\33.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\33.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\34.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\34.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\35.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\35.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\36.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\36.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\37.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\37.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\38.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\38.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\39.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\39.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\40.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\40.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\41.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\41.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\42.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\42.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\43.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\43.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\44.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\44.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\45.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\45.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\46.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\46.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\47.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\47.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\48.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\48.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\49.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\49.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\50.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\50.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\51.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\51.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\52.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\52.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\53.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\53.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\54.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\54.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\55.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\55.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\56.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\56.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\57.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\57.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\58.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\58.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\59.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\59.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\60.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\60.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\61.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\61.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\62.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\62.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\63.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\63.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\64.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\64.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\65.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\65.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\66.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\66.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\67.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\67.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\68.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\68.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\69.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\69.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\70.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\70.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\71.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\71.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\72.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\72.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\73.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\73.jpg,PolypGen_seq15,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq15\images\74.jpg,C:\VISKOM\Polyp-Gen\seq15\masks\74.jpg,PolypGen_seq15,sequence,train
